Loan_ID,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Gender_Male,Married_Yes,Graduate_Yes,Self_Employed_Yes,Loan_Status_Yes,z_score,CoapplicantIncome_ss,ApplicantIncome_ms,CoapplicantIncome_tf
LP001066,0,9560.0,0.0,191.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0456746228442066,-0.8798716403966507,0.9420362398638502,0.774174103574293
LP001068,0,2799.0,2253.0,122.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.20209852992501745,0.5097669731524702,0.26519171088197013,0.2598623669170313
LP001073,2,4226.0,1040.0,110.0,360.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.4191025564935782,-0.23840508110189448,0.408048853739113,0.056836982695200884
LP001086,0,1442.0,0.0,35.0,360.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.7753777225470826,-0.8798716403966507,0.12934227650415459,0.774174103574293
LP001087,2,3750.0,2083.0,120.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.23826586768644425,0.4049118624985197,0.36039643607968763,0.1639536163920201
LP001091,1,4166.0,3369.0,201.0,360.0,0.8421985815602837,0.0,1.0,1.0,1.0,0.0,0.0,1.2265113116513406,1.198109934857228,0.4020422464711182,1.435467416003591
LP001095,0,3167.0,0.0,74.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0701146361992604,-0.8798716403966507,0.30203223545900487,0.774174103574293
LP001097,1,4692.0,0.0,106.0,360.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,-0.49143723201643175,-0.8798716403966507,0.4547001701872059,0.774174103574293
LP001098,0,3500.0,1667.0,114.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.3467678809707246,0.1483252387806172,0.335368905796376,0.02200037645932711
LP001106,0,2275.0,2067.0,146.41216216216216,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.23936292727780337,0.3950431462016773,0.21273400740814896,0.15605908736091978
LP001109,0,1828.0,1330.0,100.0,342.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.5999392453007121,-0.05953459822162593,0.16798478326158775,0.003544368385410425
LP001112,0,3667.0,1459.0,144.0,360.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.19574218545067718,0.02003192692166595,0.35208729602562816,0.00040127809619496505
LP001114,0,4166.0,7210.0,184.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9190889406792129,3.5672186408679574,0.4020422464711182,12.725048831755837
LP001116,0,3748.0,1668.0,110.0,360.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.4191025564935782,0.14894203354916985,0.3601962158374211,0.022183729357762038
LP001119,0,3600.0,0.0,80.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.96161262291498,-0.8798716403966507,0.34537991790970063,0.774174103574293
LP001120,0,1800.0,1213.0,47.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.558373695978522,-0.131699586142286,0.16518169986985684,0.01734478099004941
LP001123,0,2400.0,0.0,75.0,360.0,0.8421985815602837,0.0,1.0,1.0,1.0,0.0,1.0,-1.0520309673185468,-0.8798716403966507,0.2252477725498048,0.774174103574293
LP001131,0,3941.0,2336.0,134.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.014905496643543245,0.5609609389423402,0.3795174692161377,0.31467717501907194
LP001136,0,4695.0,0.0,96.0,342.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.6722739208235656,-0.8798716403966507,0.45500050055060565,0.774174103574293
LP001137,0,3410.0,0.0,88.0,342.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.8169432718692728,-0.8798716403966507,0.3263589948943838,0.774174103574293
LP001138,1,5649.0,0.0,44.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.6126247026206622,-0.8798716403966507,0.5505055561117229,0.774174103574293
LP001144,0,5821.0,0.0,144.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.19574218545067718,-0.8798716403966507,0.5677244969466413,0.774174103574293
LP001146,0,2645.0,3440.0,120.0,360.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.23826586768644425,1.2419023634244661,0.2497747522274502,1.5423214802792748
LP001151,0,4000.0,2275.0,144.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19574218545067718,0.5233364580606286,0.38542396636299925,0.273881048335444
LP001155,0,1928.0,1644.0,100.0,360.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5999392453007121,0.13413895910390625,0.17799579537491242,0.017993260349479432
LP001157,0,3086.0,0.0,120.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.23826586768644425,-0.8798716403966507,0.2939233156472119,0.774174103574293
LP001164,0,4230.0,0.0,112.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.38293521873215136,-0.8798716403966507,0.408449294223646,0.774174103574293
LP001179,2,4616.0,0.0,134.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.014905496643543245,-0.8798716403966507,0.44709180098107915,0.774174103574293
LP001194,2,2708.0,1167.0,97.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.6541902519428523,-0.16007214549570792,0.2560816898588447,0.025623091763599084
LP001195,0,2132.0,1591.0,96.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.6722739208235656,0.10144883637061577,0.1984182600860947,0.010291866400951973
LP001197,0,3366.0,2200.0,135.0,360.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.03298916552425664,0.47707685041917974,0.32195414956452095,0.22760232120588442
LP001198,1,8080.0,2250.0,180.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8467542651563593,0.5079165888468122,0.7938732605866453,0.2579792612257817
LP001199,2,3357.0,2859.0,144.0,360.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.19574218545067718,0.8835446028953763,0.32105315847432175,0.7806510653055482
LP001205,0,2500.0,3796.0,120.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-0.23826586768644425,1.4614813010292096,0.23525878466312947,2.1359275932580313
LP001206,3,3029.0,0.0,99.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-0.6180229141814255,-0.8798716403966507,0.28821703874261684,0.774174103574293
LP001207,0,2609.0,3449.0,165.0,180.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.5754992319456584,1.24745351634144,0.24617078786665333,1.5561402754326232
LP001213,1,4945.0,0.0,146.41216216216216,360.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.23936292727780337,-0.8798716403966507,0.48002803083391726,0.774174103574293
LP001222,0,4166.0,0.0,116.0,360.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3106005432092978,-0.8798716403966507,0.4020422464711182,0.774174103574293
LP001225,0,5726.0,4595.0,258.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.2572804378520037,1.954300321102777,0.558214035438983,3.819289745062417
LP001228,0,3200.0,2254.0,126.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1297638544021639,0.5103837679210229,0.305335869456402,0.26049159055726057
LP001238,3,7100.0,0.0,125.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.14784752328287729,-0.8798716403966507,0.6957653418760636,0.774174103574293
LP001241,0,4300.0,0.0,136.0,360.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05107283440497003,-0.8798716403966507,0.41545700270297325,0.774174103574293
LP001243,0,3208.0,3066.0,172.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.7020849141106522,1.0112211199857748,0.306136750425468,1.0225681535052848
LP001245,2,1875.0,1875.0,97.0,360.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.6541902519428523,0.2766185506395684,0.17268995895485034,0.07651782255793547
LP001248,0,3500.0,0.0,81.0,300.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.9435289540342665,-0.8798716403966507,0.335368905796376,0.774174103574293
LP001250,3,4755.0,0.0,95.0,342.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.6903575897042791,-0.8798716403966507,0.46100710781860044,0.774174103574293
LP001253,3,5266.0,1774.0,187.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9733399473213531,0.21432227901575077,0.5121633797176894,0.04593403928250532
LP001255,0,3750.0,0.0,113.0,480.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.364851549851438,-0.8798716403966507,0.36039643607968763,0.774174103574293
LP001256,0,3750.0,4750.0,176.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7744195896335058,2.0499035102284378,0.36039643607968763,4.202104401246871
LP001259,1,1000.0,3022.0,110.0,360.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.4191025564935782,0.9840821501694582,0.08509360296325957,0.9684176782821441
LP001263,3,3167.0,4000.0,180.0,300.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8467542651563593,1.5873074338139501,0.30203223545900487,2.5195448894410277
LP001264,3,3333.0,2166.0,130.0,360.0,0.8421985815602837,1.0,1.0,1.0,0.0,1.0,1.0,-0.05742917887931032,0.45610582828838964,0.3186505155671238,0.20803252659863797
LP001265,0,3846.0,0.0,111.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.4010188876128648,-0.8798716403966507,0.37000700770847933,0.774174103574293
LP001266,1,2395.0,0.0,146.41216216216216,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23936292727780337,-0.8798716403966507,0.22474722194413857,0.774174103574293
LP001267,2,1378.0,1881.0,167.0,360.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6116665697070852,0.2803193192508843,0.12293522875162678,0.07857892074527921
LP001273,0,6000.0,2250.0,265.0,360.0,0.8421985815602837,1.0,1.0,1.0,1.0,0.0,0.0,2.3838661200169975,0.5079165888468122,0.5856442086294925,0.2579792612257817
LP001275,1,3988.0,0.0,50.0,240.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.5041226893363817,-0.8798716403966507,0.38422264490940033,0.774174103574293
LP001279,0,2366.0,2531.0,136.0,360.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.05107283440497003,0.681235918810107,0.2218440284312744,0.46408237707705075
LP001280,2,3333.0,2000.0,99.0,360.0,0.8421985815602837,1.0,1.0,1.0,0.0,0.0,1.0,-0.6180229141814255,0.3537178967086497,0.3186505155671238,0.125116350451991
LP001282,0,2500.0,2118.0,104.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.5276045697778585,0.42649967939786243,0.23525878466312947,0.18190197652647944
LP001289,0,8566.0,0.0,210.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.389264331577761,-0.8798716403966507,0.8425267794574032,0.774174103574293
LP001310,0,5695.0,4167.0,175.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7563359207527923,1.6903121601622428,0.5551106216838523,2.8571551987923476
LP001316,0,2958.0,2900.0,131.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.039345509998596935,0.9088331884060349,0.28110922014215634,0.8259777643482793
LP001318,2,6250.0,5654.0,188.0,180.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9914236162020664,2.6074859810000337,0.6106717389128041,6.798983141111708
LP001319,2,3273.0,1820.0,81.0,360.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.9435289540342665,0.2426948383691727,0.312643908299129,0.05890078457103885
LP001322,0,4133.0,0.0,122.0,360.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.20209852992501745,-0.8798716403966507,0.39873861247372105,0.774174103574293
LP001325,0,3620.0,0.0,25.0,120.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.9562144113542166,-0.8798716403966507,0.3473821203323656,0.774174103574293
LP001326,0,6782.0,0.0,146.41216216216216,360.0,0.8421985815602837,0.0,1.0,0.0,1.0,0.0,0.0,0.23936292727780337,-0.8798716403966507,0.6639303233556912,0.774174103574293
LP001327,0,2484.0,2302.0,137.0,360.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.06915650328568343,0.5399899168115501,0.2336570227249975,0.29158911025814477
LP001333,0,1977.0,997.0,50.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.5041226893363817,-0.26492725614965845,0.1829011913104415,0.07018645105098674
LP001334,0,4188.0,0.0,115.0,180.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.3286842120900112,-0.8798716403966507,0.4042446691360496,0.774174103574293
LP001343,0,1759.0,3541.0,131.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.039345509998596935,1.3041986350482837,0.16107718490339373,1.7009340796618062
LP001345,2,4288.0,3263.0,133.0,180.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.0031781722371701467,1.1327296893906469,0.4142556812493743,1.2830765492270313
LP001349,0,4843.0,3806.0,151.0,360.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3223278676156709,1.467649248714736,0.46981679847832614,2.153994317252929
LP001356,0,4652.0,3583.0,146.41216216216216,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.23936292727780337,1.330104015327495,0.45069576534187605,1.769176691590325
LP001357,0,3816.0,754.0,160.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.48508088754209144,-0.41480838490795247,0.3670037040744819,0.17206599618994406
LP001367,1,3052.0,1030.0,100.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-0.5999392453007121,-0.244573028787421,0.2905195715286815,0.059815966410252656
LP001370,0,7333.0,0.0,120.0,360.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.23826586768644425,-0.8798716403966507,0.7190910001001102,0.774174103574293
LP001379,2,3800.0,3600.0,216.0,360.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.4977663448620415,1.34058952639289,0.36540194213634997,1.7971802782743131
LP001384,3,2071.0,754.0,94.0,480.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.7084412585849924,-0.41480838490795247,0.19231154269696668,0.17206599618994406
LP001385,0,5316.0,0.0,136.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05107283440497003,-0.8798716403966507,0.5171688857743518,0.774174103574293
LP001387,0,2929.0,2333.0,139.0,360.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.1053238410471102,0.5591105546366822,0.2782060266292922,0.31260461230613845
LP001391,0,3572.0,4114.0,152.0,342.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.34041153649638434,1.6576220374289523,0.3425768345179697,2.747710818970111
LP001392,1,7451.0,0.0,146.41216216216216,360.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.23936292727780337,-0.8798716403966507,0.7309039943938332,0.774174103574293
LP001398,0,5050.0,0.0,118.0,360.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.27443320544787103,-0.8798716403966507,0.49053959355290816,0.774174103574293
LP001404,0,3167.0,2283.0,154.0,360.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3765788742578111,0.5282708162090497,0.30203223545900487,0.2790700552581756
LP001405,1,2214.0,1398.0,85.0,360.0,0.8421985815602837,0.0,1.0,1.0,1.0,0.0,1.0,-0.871194278511413,-0.017592553960045713,0.20662729001902094,0.0003094979548371201
LP001421,0,5568.0,2142.0,175.0,360.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.7563359207527923,0.44130275384312606,0.54239663629993,0.19474812054952673
LP001426,0,5667.0,2667.0,180.0,360.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.8467542651563593,0.7651200073332675,0.5523075382921213,0.5854086256216593
LP001430,0,4166.0,0.0,44.0,360.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.6126247026206622,-0.8798716403966507,0.4020422464711182,0.774174103574293
LP001431,0,2137.0,8980.0,137.0,360.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.06915650328568343,4.6589453812061485,0.19891881069176096,21.705772065062106
LP001432,2,2957.0,0.0,81.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.9435289540342665,-0.8798716403966507,0.2810091100210231,0.774174103574293
LP001439,0,4300.0,2014.0,194.0,360.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0999256294863469,0.3623530234683868,0.41545700270297325,0.1312997136166813
LP001443,0,3692.0,0.0,93.0,360.0,0.8421985815602837,2.0,0.0,0.0,1.0,0.0,1.0,-0.7265249274657058,-0.8798716403966507,0.35459004905395936,0.774174103574293
LP001449,0,3865.0,1640.0,146.41216216216216,360.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.23936292727780337,0.13167178002969565,0.371909100010011,0.01733745765618856
LP001465,0,6080.0,2569.0,182.0,360.0,0.8421985815602837,2.0,1.0,1.0,1.0,0.0,0.0,0.8829216029177861,0.7046741200151077,0.5936530183201522,0.49656561541906635
LP001473,0,2014.0,1929.0,74.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0701146361992604,0.30992546814141153,0.1866052657923716,0.09605379580267309
LP001478,0,2718.0,0.0,70.0,360.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.142449311722114,-0.8798716403966507,0.2570827910701772,0.774174103574293
LP001482,0,3459.0,0.0,25.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.9562144113542166,-0.8798716403966507,0.3312643908299129,0.774174103574293
LP001487,0,4895.0,0.0,102.0,360.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.5637719075392853,-0.8798716403966507,0.47502252477725493,0.774174103574293
LP001488,3,4000.0,7750.0,290.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.8359578420348326,3.9002878158863883,0.38542396636299925,15.212245046751812
LP001489,0,4583.0,0.0,84.0,360.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,-0.8892779473921264,-0.8798716403966507,0.443788166983682,0.774174103574293
LP001491,2,3316.0,3500.0,88.0,360.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.8169432718692728,1.278910049537625,0.3169486435078586,1.6356109148083307
LP001493,2,4200.0,1430.0,129.0,360.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,-0.07551284776002372,0.0021448786336390933,0.4054459905896486,4.600504353041504e-06
LP001497,2,5042.0,2083.0,185.0,360.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.9371726095599262,0.4049118624985197,0.4897387125838422,0.1639536163920201
LP001498,0,5417.0,0.0,168.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6297502385877985,-0.8798716403966507,0.5272800080088097,0.774174103574293
LP001504,0,6950.0,0.0,175.0,180.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7563359207527923,-0.8798716403966507,0.6807488237060767,0.774174103574293
LP001507,0,2698.0,2034.0,122.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.20209852992501745,0.37468891883943983,0.25508058864751226,0.14039178590106832
LP001514,0,2330.0,4486.0,100.0,360.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.5999392453007121,1.8870696913305383,0.21824006407047752,3.5610320199383327
LP001518,1,1538.0,1425.0,30.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.8657960669506495,-0.0009390952091241578,0.13895284813294626,8.818998117999457e-07
LP001519,0,10000.0,1666.0,225.0,360.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.660519364788462,0.14770844401206454,0.9860846931624788,0.021817784432465206
LP001520,0,4860.0,830.0,125.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.14784752328287729,-0.36793198249795106,0.47151867053759133,0.13537394374487258
LP001528,0,6277.0,0.0,118.0,360.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,-0.27443320544787103,-0.8798716403966507,0.6133747121834018,0.774174103574293
LP001529,0,2577.0,3750.0,152.0,360.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.34041153649638434,1.4331087416757875,0.24296726399038945,2.053800665467559
LP001531,0,9166.0,0.0,244.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0041090735220166,-0.8798716403966507,0.9025928521373511,0.774174103574293
LP001532,2,2281.0,0.0,113.0,360.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,-0.364851549851438,-0.8798716403966507,0.21333466813494845,0.774174103574293
LP001535,0,3254.0,0.0,50.0,360.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.5041226893363817,-0.8798716403966507,0.3107418159975973,0.774174103574293
LP001541,1,6000.0,0.0,160.0,360.0,0.8421985815602837,2.0,1.0,1.0,1.0,0.0,1.0,0.48508088754209144,-0.8798716403966507,0.5856442086294925,0.774174103574293
LP001543,1,9538.0,0.0,187.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9733399473213531,-0.8798716403966507,0.9398338171989188,0.774174103574293
LP001546,0,2980.0,2083.0,120.0,360.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,-0.23826586768644425,0.4049118624985197,0.28331164280708776,0.1639536163920201
LP001552,0,4583.0,5625.0,255.0,360.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.2030294312098637,2.589598932712007,0.443788166983682,6.706022632303164
LP001560,0,1863.0,1041.0,98.0,360.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.6361065830621389,-0.23778828633334184,0.17148863750125137,0.05654326911734737
LP001562,0,7933.0,0.0,275.0,360.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.5647028088241317,-0.8798716403966507,0.7791570727800581,0.774174103574293
LP001565,1,3089.0,1280.0,121.0,360.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.22018219880573087,-0.09037433664925844,0.29422364601061163,0.008167520724793497
LP001570,2,4167.0,1447.0,158.0,360.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.44891354978066467,0.012630389699034147,0.40214235659225145,0.0001595267439494679
LP001572,0,9323.0,0.0,75.0,180.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0520309673185468,-0.8798716403966507,0.9183101411552709,0.774174103574293
LP001574,0,3707.0,3166.0,182.0,342.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.8829216029177861,1.0729005968410399,0.35609170087095804,1.1511156907018596
LP001577,0,4583.0,0.0,112.0,360.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,-0.38293521873215136,-0.8798716403966507,0.443788166983682,0.774174103574293
LP001578,0,2439.0,3333.0,129.0,360.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,-0.07551284776002372,1.1759053231893324,0.22915206727400142,1.3827533291050083
